"plot_name","accession_name","location","female_parents","male_parents","plot_number","row_number","column_number","rep_number","germination_rate","CMD_harvest","root_shape","root_type","plot_weight","starch_content","percentage_root_rot","percentage_lodging","control","CMD_1mon","CMD_3mon","CMD_6mon","lodging1_3","plant_type1_5","root_skin_color1_3","vigor_1mon","vigor_3mon","trial_name","plot_width","plot_length","harvest_number","planted_number_plot"
"2024203DMEPR_chauthanh_rep1_VH22-0019_51","VH22-0019","chauthanh","KU50",NA,51,5,7,1,1,1,3,1,33,21.2,80,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0006_52","VH22-0006","chauthanh","IBA920057",NA,52,5,8,1,1,1,3,1,1.6,21.92,80,NA,0,1,1,1,1,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0121_53","VF22-0121","chauthanh","Rayong 11","AR35-1",53,5,9,1,1,1,1,1,17,23,100,NA,0,1,1,1,0.1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0098_54","VF22-0098","chauthanh","HL-S11","IBA980581",54,5,10,1,1,1,3,1,10,19.4,50,NA,0,1,1,1,0,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0482_55","VH22-0482","chauthanh","CR27-20",NA,55,5,11,1,1,1,1,3,0,NA,100,NA,0,1,1,1,1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_CR24-16_56","CR24-16","chauthanh",NA,NA,56,6,11,1,1,1,1,1,1.2,21.63,80,NA,1,1,1,1,1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0159_57","VH22-0159","chauthanh","CR24-16",NA,57,6,10,1,1,1,1,1,3,17.94,100,NA,0,1,1,1,0,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0147_58","VF22-0147","chauthanh","HL-S11","IBA980581",58,6,9,1,0.9,1,1,1,1.4,22.8,66.67,NA,0,1,1,1,0.3,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0063_59","VH22-0063","chauthanh","CR25-4",NA,59,6,8,1,1,1,1,3,0,NA,100,NA,0,1,1,1,0.6,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0220_60","VH22-0220","chauthanh","CR24-16",NA,60,6,7,1,1,1,1,1,26.2,19.16,40,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0070_61","VH22-0070","chauthanh","CR25-4",NA,61,6,6,1,0.9,1,3,2,1.2,13.67,88.89,NA,0,1,1,1,1,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0479_62","VH22-0479","chauthanh","CR27-20",NA,62,6,5,1,1,1,3,1,2.4,14.01,100,NA,0,1,1,1,0,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0282_63","VH22-0282","chauthanh","CR24-16",NA,63,6,4,1,1,1,3,1,10.4,20.3,60,NA,0,1,1,1,0.7,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0197_64","VF22-0197","chauthanh","HL-S11","AR35-1",64,6,3,1,1,1,3,1,22.2,25.3,60,NA,0,1,1,1,0.1,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0511_65","VH22-0511","chauthanh","AR37-103",NA,65,6,2,1,0.9,1,3,1,10.4,18.1,33.33,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0071_66","VF22-0071","chauthanh","CR27-20","HL-S11",66,6,1,1,1,1,1,2,2.4,21.08,100,NA,0,1,1,1,0.8,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0005_67","VF22-0005","chauthanh","CR24-16","HL-S14",67,7,1,1,0.9,1,1,2,1,NA,111.11,NA,0,1,1,1,1,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0089_68","VF22-0089","chauthanh","CR24-16","HL-S11",68,7,2,1,0.5,1,3,3,4,18.87,100,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0146_69","VF22-0146","chauthanh","HL-S11","IBA980581",69,7,3,1,0.7,1,1,2,3,411.63,142.86,NA,0,1,1,1,1,3,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0142_70","VF22-0142","chauthanh","HL-S11","IBA980581",70,7,4,1,0.8,1,3,1,11.2,18.5,62.5,NA,0,1,1,1,0.8,2,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0028_71","VF22-0028","chauthanh","TMEB419","HL-S11",71,7,5,1,1,1,1,3,1.6,8.99,100,NA,0,1,1,1,0.8,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0280_72","VH22-0280","chauthanh","CR24-16",NA,72,7,6,1,1,1,1,2,2,7.88,80,NA,0,1,1,1,1,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0108_73","VF22-0108","chauthanh","KM419","TMEB419",73,7,7,1,1,1,3,1,12.6,19.1,50,NA,0,1,1,1,0.1,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0287_74","VH22-0287","chauthanh","KM419",NA,74,7,8,1,1,1,NA,NA,0,NA,80,NA,0,1,1,1,1,1,NA,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_IBA980581_75","IBA980581","chauthanh",NA,NA,75,7,9,1,1,1,1,1,7.6,14.3,40,NA,1,1,1,1,0.4,2,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0003_76","VH22-0003","chauthanh","IBA920057",NA,76,7,10,1,0.7,1,1,1,1.6,19.39,85.71,NA,0,1,1,1,0.9,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0237_77","VH22-0237","chauthanh","CR24-16",NA,77,7,11,1,1,1,NA,NA,0,NA,100,NA,0,1,1,1,1,2,NA,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0197_78","VF22-0197","chauthanh","HL-S11","AR35-1",78,8,11,2,0.9,1,1,3,0,NA,111.11,NA,0,1,1,1,1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0136_79","VH22-0136","chauthanh","IBA980581",NA,79,8,10,2,1,1,1,1,5,18.79,100,NA,0,1,1,1,0.4,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0159_80","VH22-0159","chauthanh","CR24-16",NA,80,8,9,2,1,1,3,1,8.6,21,90,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0108_81","VF22-0108","chauthanh","KM419","TMEB419",81,8,8,2,1,1,3,1,2.8,19.45,100,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0036_82","VF22-0036","chauthanh","TMEB419","KU50",82,8,7,2,1,1,3,1,13,19.3,50,NA,0,1,1,1,0.2,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0237_83","VH22-0237","chauthanh","CR24-16",NA,83,8,6,2,0.9,1,1,3,3.2,19.45,77.78,NA,0,1,1,1,1,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0089_84","VF22-0089","chauthanh","CR24-16","HL-S11",84,8,5,2,1,1,3,1,5.2,16.47,80,NA,0,1,1,1,0.5,4,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0127_85","VF22-0127","chauthanh","HL-S11","IBA980581",85,8,4,2,0.9,1,3,1,7.6,17.2,44.44,NA,0,1,1,1,0.7,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_KM505_86","KM505","chauthanh","SM937-26",NA,86,8,3,2,1,1,1,1,1.8,16.67,100,NA,1,1,1,1,0.5,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0088_87","VH22-0088","chauthanh","IBA980581",NA,87,8,2,2,1,1,NA,NA,0,NA,90,NA,0,1,1,1,1,1,NA,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0157_88","VF22-0157","chauthanh","HL-S11","IBA980581",88,8,1,2,1,1,NA,NA,1.2,10.64,80,NA,0,1,1,1,1,1,NA,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0272_89","VH22-0272","chauthanh","CR24-16",NA,89,9,1,2,1,1,1,3,3.2,-0.1,100,NA,0,1,1,1,1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0019_90","VH22-0019","chauthanh","KU50",NA,90,9,2,2,1,1,3,3,2.6,14.87,80,NA,0,1,1,1,0.1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0482_91","VH22-0482","chauthanh","CR27-20",NA,91,9,3,2,1,1,3,3,3,12.48,100,NA,0,1,1,1,0.8,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0479_92","VH22-0479","chauthanh","CR27-20",NA,92,9,4,2,0.9,1,1,3,1,14.87,77.78,NA,0,1,1,1,0.9,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0144_93","VF22-0144","chauthanh","HL-S11","IBA980581",93,9,5,2,0.5,1,3,2,4,14.68,120,NA,0,1,1,1,1,2,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0003_94","VH22-0003","chauthanh","IBA920057",NA,94,9,6,2,0.8,1,3,1,6.8,18.34,50,NA,0,1,1,1,0.7,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_TMEB419_95","TMEB419","chauthanh",NA,NA,95,9,7,2,1,1,3,1,11,21,60,NA,1,1,1,1,0.4,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0005_96","VF22-0005","chauthanh","CR24-16","HL-S14",96,9,8,2,1,1,1,1,5.2,18.59,40,NA,0,1,1,1,0.5,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0552_97","VH22-0552","chauthanh","AR9-12",NA,97,9,9,2,0.3,1,NA,NA,0,NA,100,NA,0,1,1,1,1,1,NA,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0454_98","VH22-0454","chauthanh","AR42-4",NA,98,9,10,2,1,1,1,1,9.2,15.8,80,NA,0,1,1,1,0.3,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0103_99","VF22-0103","chauthanh","HL-S11","IBA980581",99,9,11,2,1,1,1,1,12.8,14.5,50,NA,0,1,1,1,0.4,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0024_100","VF22-0024","chauthanh","CR24-16","HL-S14",100,10,11,2,1,1,1,1,7.2,14,40,NA,0,1,1,1,0.2,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0121_101","VF22-0121","chauthanh","Rayong 11","AR35-1",101,10,10,2,1,1,1,1,1.2,16.91,100,NA,0,1,1,1,0.9,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0028_102","VF22-0028","chauthanh","TMEB419","HL-S11",102,10,9,2,1,1,1,3,1.6,21.84,80,NA,0,1,1,1,1,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0147_103","VF22-0147","chauthanh","HL-S11","IBA980581",103,10,8,2,1,1,3,1,14.2,22,100,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0070_104","VH22-0070","chauthanh","CR25-4",NA,104,10,7,2,1,1,1,1,7,15.36,90,NA,0,1,1,1,0.2,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0511_105","VH22-0511","chauthanh","AR37-103",NA,105,10,6,2,1,1,1,3,1.8,16.53,100,NA,0,1,1,1,0.1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0098_106","VF22-0098","chauthanh","HL-S11","IBA980581",106,10,5,2,1,1,3,1,22,16.5,0,NA,0,1,1,1,0,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0071_107","VF22-0071","chauthanh","CR27-20","HL-S11",107,10,4,2,0.9,1,3,1,9.4,18.4,88.89,NA,0,1,1,1,0.2,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0282_108","VH22-0282","chauthanh","CR24-16",NA,108,10,3,2,0.6,1,3,1,15.8,20.3,100,NA,0,1,1,1,0,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0031_109","VF22-0031","chauthanh","TMEB419","KU50",109,10,2,2,1,1,NA,NA,2,17.36,100,NA,0,1,1,1,0.9,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0120_110","VF22-0120","chauthanh","Rayong 11","AR35-1",110,10,1,2,1,1,NA,NA,0,NA,70,NA,0,1,1,1,1,3,NA,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0346_111","VH22-0346","chauthanh","TMEB419",NA,111,11,1,2,1,1,3,1,2.4,19.21,90,NA,0,1,1,1,0.9,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0266_112","VH22-0266","chauthanh","CR24-16",NA,112,11,2,2,1,1,3,1,25,24.5,90,NA,0,1,1,1,0.3,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0112_113","VF22-0112","chauthanh","KM419","TMEB419",113,11,3,2,1,1,3,1,39.8,21.2,100,NA,0,1,1,1,0,2,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0120_114","VH22-0120","chauthanh","IBA980581",NA,114,11,4,2,0.9,1,3,1,7.2,10,100,NA,0,1,1,1,0,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0267_115","VH22-0267","chauthanh","CR24-16",NA,115,11,5,2,0.9,1,1,1,11.4,24,77.78,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0213_116","VF22-0213","chauthanh","CR27-20","HL-S11",116,11,6,2,1,1,3,1,17.4,23.5,80,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0063_117","VH22-0063","chauthanh","CR25-4",NA,117,11,7,2,1,1,3,1,26,18,80,NA,0,1,1,1,0,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0161_118","VF22-0161","chauthanh","HL-S11","IBA980581",118,11,8,2,0.5,1,3,1,10,21.4,0,NA,0,1,1,1,0,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0142_119","VF22-0142","chauthanh","HL-S11","IBA980581",119,11,9,2,0.8,1,3,1,21,21.5,0,NA,0,1,1,1,0,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_KU50_120","KU50","chauthanh",NA,NA,120,11,10,2,1,2,3,1,44.2,22,0,NA,1,1,2,3,0.1,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0564_121","VH22-0564","chauthanh","IBA980505",NA,121,11,11,2,1,1,3,1,9.2,13,0,NA,0,1,1,1,0.1,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0006_122","VH22-0006","chauthanh","IBA920057",NA,122,12,11,2,1,1,3,1,11.8,19.5,0,NA,0,1,1,1,0.5,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0202_123","VH22-0202","chauthanh","CR24-16",NA,123,12,10,2,0.7,1,1,3,3.8,14.34,0,NA,0,1,1,1,1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0287_124","VH22-0287","chauthanh","KM419",NA,124,12,9,2,1,1,1,2,3.2,17.32,0,NA,0,1,1,1,0.8,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0187_125","VH22-0187","chauthanh","CR24-16",NA,125,12,8,2,0.5,1,1,3,4.4,14.66,0,NA,0,1,1,1,0.5,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0097_126","VF22-0097","chauthanh","HL-S11","IBA980581",126,12,7,2,1,1,1,1,23.6,25.4,100,NA,0,1,1,1,0.2,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0004_127","VH22-0004","chauthanh","IBA920057",NA,127,12,6,2,1,1,1,1,8,19.31,100,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0079_128","VH22-0079","chauthanh","Rayong11",NA,128,12,5,2,1,1,3,1,5.6,13.56,70,NA,0,1,1,1,0.8,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0030_129","VF22-0030","chauthanh","TMEB419","KU50",129,12,4,2,1,1,3,1,2.8,25.24,80,NA,0,1,1,1,0.8,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0336_130","VH22-0336","chauthanh","TMEB419",NA,130,12,3,2,1,1,3,1,7,14.07,100,NA,0,1,1,1,0,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0257_131","VH22-0257","chauthanh","CR24-16",NA,131,12,2,2,1,1,1,3,5.6,20.69,100,NA,0,1,1,1,0.9,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0369_132","VH22-0369","chauthanh","TMEB419",NA,132,12,1,2,1,2,3,2,7,23.57,90,NA,0,1,1,2,0.5,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0146_133","VF22-0146","chauthanh","HL-S11","IBA980581",133,13,1,2,0.9,1,NA,NA,2.4,17.04,88.89,NA,0,1,1,1,1,1,NA,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_CR24-16_134","CR24-16","chauthanh",NA,NA,134,13,2,2,0.9,1,1,1,7.6,20.79,66.67,NA,1,1,1,1,0.7,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0010_135","VH22-0010","chauthanh","IBA920057",NA,135,13,3,2,1,1,3,1,16.2,22.4,60,NA,0,1,1,1,0.2,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0167_136","VF22-0167","chauthanh","HL-S11","IBA980581",136,13,4,2,1,1,3,1,15.2,20.5,80,NA,0,1,1,1,0.2,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0140_137","VF22-0140","chauthanh","HL-S11","IBA980581",137,13,5,2,1,1,3,1,8,16.67,90,NA,0,1,1,1,0.4,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0197_138","VH22-0197","chauthanh","CR24-16",NA,138,13,6,2,1,1,1,3,3,17.18,30,NA,0,1,1,1,1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0277_139","VH22-0277","chauthanh","CR24-16",NA,139,13,7,2,1,2,3,1,18,20.4,70,NA,0,1,1,2,0.5,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0244_140","VH22-0244","chauthanh","CR24-16",NA,140,13,8,2,1,1,3,1,11.2,15,80,NA,0,1,1,1,0.1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0239_141","VH22-0239","chauthanh","CR24-16",NA,141,13,9,2,1,1,3,1,17.6,22.5,80,NA,0,1,1,1,0,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0241_142","VH22-0241","chauthanh","CR24-16",NA,142,13,10,2,0.9,1,1,1,6,18.98,77.78,NA,0,1,1,1,1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0262_143","VH22-0262","chauthanh","CR24-16",NA,143,13,11,2,1,1,NA,NA,2.8,21.57,90,NA,0,1,1,1,1,1,NA,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VS22-0002_144","VS22-0002","chauthanh","CR24-16","CR24-16",144,14,11,2,1,1,1,1,6.6,19.05,90,NA,0,1,1,1,0.1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0013_145","VF22-0013","chauthanh","CR24-16","HL-S14",145,14,10,2,1,1,3,1,23.8,19.6,40,NA,0,1,1,1,0.1,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0491_146","VH22-0491","chauthanh","CR27-20",NA,146,14,9,2,1,1,1,1,2,19.93,100,NA,0,1,1,1,0.8,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_IBA980581_147","IBA980581","chauthanh",NA,NA,147,14,8,2,1,1,1,1,5.2,17.22,90,NA,1,1,1,1,0.6,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0119_148","VH22-0119","chauthanh","IBA980581",NA,148,14,7,2,1,1,3,1,40,21.3,40,NA,0,1,1,1,0,2,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0130_149","VF22-0130","chauthanh","HL-S11","IBA980581",149,14,6,2,0.9,1,3,1,17.2,14,33.33,NA,0,1,1,1,0.3,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0019_150","VF22-0019","chauthanh","CR24-16","KU50",150,14,5,2,0.8,1,3,3,5,20.18,125,NA,0,1,1,1,0.8,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0166_151","VH22-0166","chauthanh","CR24-16",NA,151,14,4,2,1,1,NA,NA,1,21.08,80,NA,0,1,1,1,1,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VF22-0101_152","VF22-0101","chauthanh","HL-S11","IBA980581",152,14,3,2,1,1,3,1,9.4,22.2,80,NA,0,1,1,1,0.7,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0220_153","VH22-0220","chauthanh","CR24-16",NA,153,14,2,2,1,1,3,3,5,18.43,100,NA,0,1,1,1,0.6,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep2_VH22-0280_154","VH22-0280","chauthanh","CR24-16",NA,154,14,1,2,1,1,1,3,0,NA,100,NA,0,1,1,1,1,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0030_1","VF22-0030","tanhoi","TMEB419","KU50",1,1,1,1,1,1,3,1,10,25.8,0,NA,0,1,1,1,0.5,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0336_2","VH22-0336","tanhoi","TMEB419",NA,2,1,2,1,1,1,3,1,37.6,22.5,30,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0552_3","VH22-0552","tanhoi","AR9-12",NA,3,1,3,1,0.2,1,1,3,2.6,22.74,0,NA,0,1,1,1,1,3,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0120_4","VF22-0120","tanhoi","Rayong 11","AR35-1",4,1,4,1,1,1,3,1,8.2,26.7,40,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0197_5","VF22-0197","tanhoi","HL-S11","AR35-1",5,1,5,1,0.9,1,3,3,18.2,29.5,66.67,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0186_6","VH22-0186","tanhoi","CR24-16",NA,6,1,6,1,0.8,1,3,1,12.4,30,25,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
