"plot_name","accession_name","location","female_parents","male_parents","plot_number","row_number","column_number","rep_number","germination_rate","CMD_harvest","root_shape","root_type","plot_weight","starch_content","percentage_root_rot","percentage_lodging","control","CMD_1mon","CMD_3mon","CMD_6mon","lodging1_3","plant_type1_5","root_skin_color1_3","vigor_1mon","vigor_3mon","trial_name","plot_width","plot_length","harvest_number","planted_number_plot"
"2024204DMEPR_tanhoi_rep2_VF22-0142_117","VF22-0142","tanhoi","HL-S11","IBA980581",117,11,7,2,0.6,1,3,3,21.6,24.9,16.67,NA,0,1,1,1,0,2,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0257_118","VH22-0257","tanhoi","CR24-16",NA,118,11,8,2,0.7,1,3,1,25.2,24.6,28.57,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_HLH22-0055_119","HLH22-0055","tanhoi","KU50",NA,119,11,9,2,0.7,2,3,1,17.8,27.8,0,NA,0,3,3,3,0,2,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0280_120","VH22-0280","tanhoi","CR24-16",NA,120,11,10,2,0.9,1,1,1,15,22.6,33.33,NA,0,1,1,1,0,3,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0479_121","VH22-0479","tanhoi","CR27-20",NA,121,11,11,2,0.5,1,3,3,5.6,20,100,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_IBA980581_122","IBA980581","tanhoi",NA,NA,122,12,11,2,1,1,3,1,37.8,20.5,10,NA,1,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0277_123","VH22-0277","tanhoi","CR24-16",NA,123,12,10,2,0.9,2,3,1,11,27.4,44.44,NA,0,1,1,2,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0112_124","VF22-0112","tanhoi","KM419","TMEB419",124,12,9,2,0.9,1,3,1,29.4,28.7,22.22,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0127_125","VF22-0127","tanhoi","HL-S11","IBA980581",125,12,8,2,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0202_126","VH22-0202","tanhoi","CR24-16",NA,126,12,7,2,0.7,1,3,3,19.2,16.07,71.43,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0144_127","VF22-0144","tanhoi","HL-S11","IBA980581",127,12,6,2,0.9,1,3,1,33,25.4,0,NA,0,1,1,1,0,3,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0336_128","VH22-0336","tanhoi","TMEB419",NA,128,12,5,2,1,1,3,1,31,25.1,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0119_129","VH22-0119","tanhoi","IBA980581",NA,129,12,4,2,0.9,1,3,1,0,24.5,0,NA,0,1,1,1,0,2,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0482_130","VH22-0482","tanhoi","CR27-20",NA,130,12,3,2,0.3,1,3,3,4.4,23.22,0,NA,0,1,1,1,1,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0108_131","VF22-0108","tanhoi","KM419","TMEB419",131,12,2,2,0.9,1,3,1,29.2,26.5,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_HLF22-0048_132","HLF22-0048","tanhoi","TMEB419","KU50",132,12,1,2,1,1,3,1,28.8,29.4,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0003_133","VH22-0003","tanhoi","IBA920057",NA,133,13,1,2,0.8,1,3,1,20,27,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0369_134","VH22-0369","tanhoi","TMEB419",NA,134,13,2,2,0.9,2,3,1,30,24.4,0,NA,0,1,1,2,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_KM505_135","KM505","tanhoi","SM937-26",NA,135,13,3,2,1,2,3,1,19,21,0,NA,1,2,2,2,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0511_136","VH22-0511","tanhoi","AR37-103",NA,136,13,4,2,0.9,1,3,3,10,25.4,0,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0159_137","VH22-0159","tanhoi","CR24-16",NA,137,13,5,2,1,1,3,3,27,27.2,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_TMEB419_138","TMEB419","tanhoi",NA,NA,138,13,6,2,1,1,3,1,21.4,27.6,0,NA,1,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0147_139","VF22-0147","tanhoi","HL-S11","IBA980581",139,13,7,2,0.3,1,3,1,12.8,22.5,33.33,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0237_140","VH22-0237","tanhoi","CR24-16",NA,140,13,8,2,0.3,1,1,3,4.4,21.08,100,NA,0,1,1,1,0,5,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0088_141","VH22-0088","tanhoi","IBA980581",NA,141,13,9,2,0.9,1,3,2,22,27.4,22.22,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0272_142","VH22-0272","tanhoi","CR24-16",NA,142,13,10,2,0.8,1,3,1,26.6,27.9,0,NA,0,1,1,1,0,3,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0019_143","VF22-0019","tanhoi","CR24-16","KU50",143,13,11,2,0.7,1,3,3,10.6,28,28.57,NA,0,1,1,1,0,3,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0089_144","VF22-0089","tanhoi","CR24-16","HL-S11",144,14,11,2,0.3,1,1,3,2,24.32,66.67,NA,0,1,1,1,0,5,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0130_145","VF22-0130","tanhoi","HL-S11","IBA980581",145,14,10,2,0.5,1,3,1,14.6,18.5,60,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0010_146","VH22-0010","tanhoi","IBA920057",NA,146,14,9,2,0.8,1,3,1,27.6,26.7,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0287_147","VH22-0287","tanhoi","KM419",NA,147,14,8,2,0.7,1,1,3,10.4,21.8,42.86,NA,0,1,1,1,0,4,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0167_148","VF22-0167","tanhoi","HL-S11","IBA980581",148,14,7,2,0.2,1,3,1,15.4,28,0,NA,0,1,1,1,0,3,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0013_149","VF22-0013","tanhoi","CR24-16","HL-S14",149,14,6,2,1,1,3,1,22.2,21.1,50,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0187_150","VH22-0187","tanhoi","CR24-16",NA,150,14,5,2,0.7,1,3,3,7,22.7,57.14,NA,0,1,1,1,0,3,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0036_151","VF22-0036","tanhoi","TMEB419","KU50",151,14,4,2,0.9,1,3,1,32,23.5,11.11,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0186_152","VH22-0186","tanhoi","CR24-16",NA,152,14,3,2,0.8,1,3,3,13.6,30,0,NA,0,1,1,1,0,4,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0564_153","VH22-0564","tanhoi","IBA980505",NA,153,14,2,2,0.3,1,3,1,1,7.85,33.33,NA,0,1,1,1,0,2,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0120_154","VF22-0120","tanhoi","Rayong 11","AR35-1",154,14,1,2,1,1,3,1,12.9,25.7,30,NA,0,1,1,1,0,3,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024205DMEAR_dona_rep1_KU50_1","KU50","dona",NA,NA,1,1,1,1,0.96,1,3,1,43.8,25,12.5,NA,1,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VF21-0184_2","VF21-0184","dona","KM140","AR9-18",2,1,2,1,1,1,3,1,19.6,15.5,12,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VH21-1140_3","VH21-1140","dona","CR24-12",NA,3,1,3,1,0.96,1,1,3,23.6,25,4.17,NA,0,1,1,1,NA,4,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VF21-0017_4","VF21-0017","dona","HL-S14","AR9-18",4,1,4,1,1,1,3,1,83.6,25.7,0,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VF21-0109_5","VF21-0109","dona","HL-S13","AR9-18",5,1,5,1,1,1,3,2,40.4,27.4,4,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VH21-0203_6","VH21-0203","dona","IBA980505",NA,6,1,6,1,1,1,3,1,145.6,22,0,NA,0,1,1,1,NA,2,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VH21-0779_7","VH21-0779","dona","KU50",NA,7,1,7,1,0.76,1,3,1,23,24,31.58,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VH21-0061_8","VH21-0061","dona","IBA972205",NA,8,2,7,1,1,1,3,1,78.4,25.5,0,NA,0,1,1,1,NA,1,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_KM505_9","KM505","dona",NA,NA,9,2,6,1,0.84,1,3,1,40,23.8,0,NA,1,1,1,1,NA,1,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VH21-0172_10","VH21-0172","dona","IBA980505",NA,10,2,5,1,1,1,3,1,116.2,22,0,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VH21-0402_11","VH21-0402","dona","KM140",NA,11,2,4,1,1,1,3,1,127,28.4,0,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VF21-0055_12","VF21-0055","dona","HL-S14","AR9-18",12,2,3,1,1,1,3,1,57.8,27.8,0,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VF21-0005_13","VF21-0005","dona","HL-S13","CR24-3",13,2,2,1,1,1,3,1,41.4,17.9,20,NA,0,1,1,1,NA,3,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VH21-0708_14","VH21-0708","dona","KU50",NA,14,2,1,1,1,1,3,1,126.6,21.5,0,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VH21-0016_15","VH21-0016","dona","IBA920057",NA,15,3,1,1,0.76,1,3,1,25,19.2,26.32,NA,0,1,1,1,NA,1,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_IBA980581_16","IBA980581","dona",NA,NA,16,3,2,1,0.84,1,3,1,91.2,16.4,0,NA,1,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_CR24-16_17","CR24-16","dona",NA,NA,17,3,3,1,0.6,1,1,1,5,18.1,6.67,NA,1,1,1,1,NA,1,3,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VH21-0477_18","VH21-0477","dona","AR9-18",NA,18,3,4,1,0.6,1,3,3,29,27.2,20,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_TMEB419_19","TMEB419","dona",NA,NA,19,3,5,1,1,1,3,1,75.4,27,12,NA,1,1,1,1,NA,1,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VH21-0072_20","VH21-0072","dona","IBA972205",NA,20,3,6,1,0.52,1,3,3,38.8,19.5,0,NA,0,1,1,1,NA,3,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep1_VH21-1087_21","VH21-1087","dona","TMEB419",NA,21,3,7,1,1,1,3,1,60,28.7,0,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_IBA980581_22","IBA980581","dona",NA,NA,22,4,7,2,0.84,1,3,1,70,20.7,0,NA,1,1,1,1,NA,3,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VH21-1140_23","VH21-1140","dona","CR24-12",NA,23,4,6,2,1,1,3,1,40,26.5,0,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VH21-0203_24","VH21-0203","dona","IBA980505",NA,24,4,5,2,0.96,1,3,1,114.2,21.5,0,NA,0,1,1,1,NA,2,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_KU50_25","KU50","dona",NA,NA,25,4,4,2,1,1,3,1,24.8,24.7,0,NA,1,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VH21-0172_26","VH21-0172","dona","IBA980505",NA,26,4,3,2,0.96,1,3,1,99,22.3,0,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VH21-0072_27","VH21-0072","dona","IBA972205",NA,27,4,2,2,0.64,1,3,3,22.4,17,0,NA,0,1,1,1,NA,3,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_TMEB419_28","TMEB419","dona",NA,NA,28,4,1,2,0.88,1,3,1,28.2,26,40.91,NA,1,1,1,1,NA,1,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VH21-0779_29","VH21-0779","dona","KU50",NA,29,5,1,2,0.68,1,3,2,21.8,23.1,0,NA,0,1,1,1,NA,3,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VF21-0017_30","VF21-0017","dona","HL-S14","AR9-18",30,5,2,2,0.92,1,3,1,63.6,28.5,0,NA,0,1,1,1,NA,1,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VF21-0109_31","VF21-0109","dona","HL-S13","AR9-18",31,5,3,2,1,1,3,1,44.2,28.5,0,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VF21-0055_32","VF21-0055","dona","HL-S14","AR9-18",32,5,4,2,1,1,3,1,47.2,27.5,0,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VH21-0708_33","VH21-0708","dona","KU50",NA,33,5,5,2,1,1,3,1,87.2,22.6,8,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VF21-0184_34","VF21-0184","dona","KM140","AR9-18",34,5,6,2,1,1,3,1,38,16.5,8,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VH21-0016_35","VH21-0016","dona","IBA920057",NA,35,5,7,2,1,1,3,1,53.2,26.3,0,NA,0,1,1,1,NA,1,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VF21-0005_36","VF21-0005","dona","HL-S13","CR24-3",36,6,7,2,1,1,3,1,84.4,26.4,12,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VH21-0061_37","VH21-0061","dona","IBA972205",NA,37,6,6,2,1,1,3,1,55.4,24.5,8,NA,0,1,1,1,NA,1,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_CR24-16_38","CR24-16","dona",NA,NA,38,6,5,2,0.6,1,1,1,3.6,4.73,6.67,NA,1,1,1,1,NA,1,3,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VH21-1087_39","VH21-1087","dona","TMEB419",NA,39,6,4,2,1,1,3,1,70,28,0,NA,0,1,1,1,NA,1,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VH21-0477_40","VH21-0477","dona","AR9-18",NA,40,6,3,2,0.6,1,3,3,32,26.5,0,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_KM505_41","KM505","dona",NA,NA,41,6,2,2,0.76,2,3,1,19,23.7,0,NA,1,1,2,2,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep2_VH21-0402_42","VH21-0402","dona","KM140",NA,42,6,1,2,1,1,3,1,103,26.3,0,NA,0,1,1,1,NA,3,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VH21-0172_43","VH21-0172","dona","IBA980505",NA,43,7,1,3,1,1,3,1,118,19.5,8,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VH21-0477_44","VH21-0477","dona","AR9-18",NA,44,7,2,3,0.52,1,3,1,30.1,26,23.08,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VH21-0072_45","VH21-0072","dona","IBA972205",NA,45,7,3,3,0.88,1,3,3,42.3,19,18.18,NA,0,1,1,1,NA,2,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VH21-0708_46","VH21-0708","dona","KU50",NA,46,7,4,3,1,1,3,1,70,22.8,0,NA,0,1,1,1,NA,3,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_KM505_47","KM505","dona",NA,NA,47,7,5,3,0.92,3,3,1,59.6,24,0,NA,1,1,3,3,NA,2,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VF21-0109_48","VF21-0109","dona","HL-S13","AR9-18",48,7,6,3,1,1,3,1,64.8,27.8,0,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_CR24-16_49","CR24-16","dona",NA,NA,49,7,7,3,0.84,1,1,1,22.8,NA,19.05,NA,1,1,1,1,NA,1,3,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VF21-0017_50","VF21-0017","dona","HL-S14","AR9-18",50,8,7,3,1,1,3,1,67.8,22.7,8,NA,0,1,1,1,NA,1,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VF21-0005_51","VF21-0005","dona","HL-S13","CR24-3",51,8,6,3,1,1,3,1,69.2,20.5,12,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VH21-1140_52","VH21-1140","dona","CR24-12",NA,52,8,5,3,0.96,1,3,1,44.2,25.2,12.5,NA,0,1,1,1,NA,2,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_IBA980581_53","IBA980581","dona",NA,NA,53,8,4,3,0.8,1,3,1,46.4,18,10,NA,1,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_KU50_54","KU50","dona",NA,NA,54,8,3,3,1,1,3,1,40.4,24.8,16,NA,1,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VH21-0779_55","VH21-0779","dona","KU50",NA,55,8,2,3,0.96,1,3,1,43.6,23,25,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VF21-0184_56","VF21-0184","dona","KM140","AR9-18",56,8,1,3,1,1,3,1,32,17.3,16,NA,0,1,1,1,NA,2,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VH21-0203_57","VH21-0203","dona","IBA980505",NA,57,9,1,3,1,1,3,1,95.2,18,0,NA,0,1,1,1,NA,1,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VH21-0061_58","VH21-0061","dona","IBA972205",NA,58,9,2,3,0.96,1,3,1,35.8,26.8,8.33,NA,0,1,1,1,NA,1,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VH21-1087_59","VH21-1087","dona","TMEB419",NA,59,9,3,3,1,1,3,1,82.6,29.5,0,NA,0,1,1,1,NA,1,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VH21-0016_60","VH21-0016","dona","IBA920057",NA,60,9,4,3,0.92,1,3,1,75.6,22.5,0,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VH21-0402_61","VH21-0402","dona","KM140",NA,61,9,5,3,1,1,3,1,135,24.5,8,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_TMEB419_62","TMEB419","dona",NA,NA,62,9,6,3,1,1,3,1,115.8,26.2,4,NA,1,1,1,1,NA,1,2,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024205DMEAR_dona_rep3_VF21-0055_63","VF21-0055","dona","HL-S14","AR9-18",63,9,7,3,1,1,3,1,107.2,21,0,NA,0,1,1,1,NA,1,1,NA,NA,"2024205DMEAR_dona",6,4,9,25
"2024206DMEPR_dona_rep1_KM505_1","KM505","dona","SM937-26",NA,1,1,1,1,1,2,3,1,32.5,32.2,0,NA,1,1,NA,2,NA,NA,3,NA,NA,"2024206DMEPR_dona",1.2,4,10,10
"2024206DMEPR_dona_rep1_VH22-0159_2","VH22-0159","dona","CR24-16",NA,2,1,2,1,1,1,3,1,29.5,29.5,0,NA,0,1,NA,1,NA,NA,2,NA,NA,"2024206DMEPR_dona",1.2,4,10,10
"2024206DMEPR_dona_rep1_Filler2_3","Filler2","dona",NA,NA,3,1,3,1,1,1,3,1,38,29,0,NA,0,1,NA,1,NA,NA,3,NA,NA,"2024206DMEPR_dona",1.2,4,10,10
"2024206DMEPR_dona_rep1_Filler7_4","Filler7","dona",NA,NA,4,1,4,1,1,1,3,1,16,27.2,40,NA,0,1,NA,1,NA,NA,2,NA,NA,"2024206DMEPR_dona",1.2,4,10,10
"2024206DMEPR_dona_rep1_VH22-0336_5","VH22-0336","dona","TMEB419",NA,5,1,5,1,1,1,3,1,39,22.5,0,NA,0,1,NA,1,NA,NA,1,NA,NA,"2024206DMEPR_dona",1.2,4,10,10
"2024206DMEPR_dona_rep1_VF22-0028_6","VF22-0028","dona","TMEB419","HL-S11",6,1,6,1,1,1,3,1,28.8,28,0,NA,0,1,NA,1,NA,NA,2,NA,NA,"2024206DMEPR_dona",1.2,4,10,10
"2024206DMEPR_dona_rep1_VH22-0088_7","VH22-0088","dona","IBA980581",NA,7,1,7,1,1,1,1,3,15.2,23.6,30,NA,0,1,NA,1,NA,NA,2,NA,NA,"2024206DMEPR_dona",1.2,4,10,10
"2024206DMEPR_dona_rep1_VF22-0024_8","VF22-0024","dona","CR24-16","HL-S14",8,1,8,1,1,1,1,3,15.2,22,10,NA,0,1,NA,1,NA,NA,2,NA,NA,"2024206DMEPR_dona",1.2,4,10,10
"2024206DMEPR_dona_rep1_VH22-0220_9","VH22-0220","dona","CR24-16",NA,9,1,9,1,0.9,1,3,3,25.5,24,11.11,NA,0,1,NA,1,NA,NA,2,NA,NA,"2024206DMEPR_dona",1.2,4,10,10
"2024206DMEPR_dona_rep1_VS22-0002_10","VS22-0002","dona","CR24-16","CR24-16",10,1,10,1,1,1,1,2,NA,20.7,50,NA,0,1,NA,1,NA,NA,2,NA,NA,"2024206DMEPR_dona",1.2,4,10,10
"2024206DMEPR_dona_rep1_VF22-0013_11","VF22-0013","dona","CR24-16","HL-S14",11,1,11,1,1,1,3,1,16.5,22.4,0,NA,0,1,NA,1,NA,NA,2,NA,NA,"2024206DMEPR_dona",1.2,4,10,10
"2024206DMEPR_dona_rep1_VF22-0140_12","VF22-0140","dona","HL-S11","IBA980581",12,1,12,1,1,1,3,1,30.2,24.5,10,NA,0,1,NA,1,NA,NA,2,NA,NA,"2024206DMEPR_dona",1.2,4,10,10
"2024206DMEPR_dona_rep1_VH22-0287_13","VH22-0287","dona","KM419",NA,13,1,13,1,0.9,1,1,3,22.4,21,22.22,NA,0,1,NA,1,NA,NA,2,NA,NA,"2024206DMEPR_dona",1.2,4,10,10
"2024206DMEPR_dona_rep1_VH22-0257_14","VH22-0257","dona","CR24-16",NA,14,1,14,1,0.8,1,1,2,5.8,26.22,25,NA,0,1,NA,1,NA,NA,1,NA,NA,"2024206DMEPR_dona",1.2,4,10,10
